pincode,state,district,district_tamil,taluk,taluk_count,district_ambiguous,post_office,lat,lon
605651,TN,Viluppuram,விழுப்புரம்,Gingee,3,yes,Periyathatchur So,11.9880,79.6490
605652,TN,Viluppuram,விழுப்புரம்,Vikravandi,4,yes,Vikravandi So,12.0500,79.5400
605701,TN,Viluppuram,விழுப்புரம்,Kandachipuram,3,yes,Kandachipuram S.O,12.0100,79.3000
605702,TN,Kallakurichi,கள்ளக்குறிச்சி,Vanapuram,1,no,Moongilthuraipattu S.O,11.9774,79.2011
605751,TN,Kallakurichi,கள்ளக்குறிச்சி,Tirukkoyilur,3,yes,Ariyur S.O (Villupuram),11.8700,79.1200
605752,TN,Viluppuram,விழுப்புரம்,Kandachipuram,1,yes,Arakandanallur S.O,11.9600,79.2600
605754,TN,Kallakurichi,கள்ளக்குறிச்சி,Vanapuram,2,no,Manalurpet S.O,11.9900,79.1300
605755,TN,Viluppuram,விழுப்புரம்,Kandachipuram,4,yes,Mogaiyur S.O,11.9600,79.3400
605756,TN,Kallakurichi,கள்ளக்குறிச்சி,Kandachipuram,2,yes,Thapovanam S.O,11.9800,79.2000
605757,TN,Kallakurichi,கள்ளக்குறிச்சி,Tirukkoyilur,1,no,Tirukkoyilur H.O,11.9637,79.2034
605758,TN,Viluppuram,விழுப்புரம்,Kandachipuram,1,yes,Virapandi S.O,12.0500,79.2400
605759,TN,Kallakurichi,கள்ளக்குறிச்சி,Tirukkoyilur,2,yes,Manampoondi S.O,11.9774,79.2055
605766,TN,Kallakurichi,கள்ளக்குறிச்சி,Tirukkoyilur,1,no,Santhapettai S.O,11.9100,79.2300
605801,TN,Kallakurichi,கள்ளக்குறிச்சி,Vanapuram,3,yes,Ariyalur (Villupuram) S.O,11.9100,79.0200
605802,TN,Kallakurichi,கள்ளக்குறிச்சி,Vanapuram,1,no,Kadambur S.O (Villupuram),12.0100,79.0300
605803,TN,Viluppuram,விழுப்புரம்,Thiruvennainallur,3,yes,Sithalingamadam S.O,11.8600,79.2500
606001,TN,Cuddalore,கடலூர்,Virudhachalam,1,no,Vriddhachalam H.O,11.5251,79.3226
606003,TN,Cuddalore,கடலூர்,Virudhachalam,1,no,Budamur S.O,11.5000,79.3700
606102,TN,Kallakurichi,கள்ளக்குறிச்சி,Ulundurpettai,2,yes,Kalamarudur S.O,11.8100,79.3400
606103,TN,Cuddalore,கடலூர்,Virudhachalam,3,no,Kammapuram S.O,11.4767,79.4324
606104,TN,Cuddalore,கடலூர்,Virudhachalam,3,yes,Mangalam (Sa) S.O,11.6000,79.3300
606105,TN,Cuddalore,கடலூர்,Tittakudi,2,no,Pennadam S.O,11.4200,79.2800
606106,TN,Cuddalore,கடலூர்,Tittakudi,3,no,Tittagudi S.O,11.4100,79.0500
606107,TN,Kallakurichi,கள்ளக்குறிச்சி,Ulundurpettai,3,yes,Ulundurpet S.O,10.5500,78.9000
606108,TN,Cuddalore,கடலூர்,Tittakudi,2,no,Mangalur S.O,11.5100,78.9900
606109,TN,Cuddalore,கடலூர்,Veppur,4,yes,Sirupakkam S.O,11.5100,78.9400
606110,TN,Cuddalore,கடலூர்,Virudhachalam,2,no,Karuvepilankurichi S.O,11.7568,79.7626
606111,TN,Cuddalore,கடலூர்,Tittakudi,1,no,Pennadam R.S. S.O,11.3900,79.1900
606115,TN,Kallakurichi,கள்ளக்குறிச்சி,Ulundurpettai,2,yes,Padur S.O,11.7100,79.3300
606201,TN,Kallakurichi,கள்ளக்குறிச்சி,Chinnasalem,2,no,Chinnasalem S.O,11.6400,78.9200
606202,TN,Kallakurichi,கள்ளக்குறிச்சி,Kallakkurichi,1,no,Kallakurichi H.O,11.7382,78.9601
606203,TN,Kallakurichi,கள்ளக்குறிச்சி,Kallakkurichi,3,yes,Nagalur S.O,11.9454,79.4952
606204,TN,Kallakurichi,கள்ளக்குறிச்சி,Kallakkurichi,4,yes,Pukkiravari S.O,11.6000,78.9700
606205,TN,Kallakurichi,கள்ளக்குறிச்சி,Vanapuram,5,no,Rishivandiyam S.O,11.8151,79.0967
606206,TN,Kallakurichi,கள்ளக்குறிச்சி,Kallakkurichi,4,yes,Tiyagadrug S.O,11.7400,79.0200
606207,TN,Kallakurichi,கள்ளக்குறிச்சி,Chinnasalem,3,no,Vadakkanandal S.O,11.7800,78.8700
606208,TN,Kallakurichi,கள்ளக்குறிச்சி,Sankarapuram,1,no,Murarbad S.O,11.8600,78.9500
606209,TN,Kallakurichi,கள்ளக்குறிச்சி,Kalvarayan Hills,2,no,Vellimalai S.O,11.7300,78.7000
606213,TN,Kallakurichi,கள்ளக்குறிச்சி,Kallakkurichi,2,no,Kallakurichi South S.O,11.7900,78.9900
606301,TN,Kallakurichi,கள்ளக்குறிச்சி,Chinnasalem,5,yes,Nainarpalayam S.O,11.5400,78.9100
606302,TN,Cuddalore,கடலூர்,Veppur,3,no,Nallur S.O (Cuddalore),11.5400,79.1500
606303,TN,Cuddalore,கடலூர்,Tittakudi,1,no,Toludur S.O,11.4400,79.0100
606304,TN,Cuddalore,கடலூர்,Veppur,3,no,Veppur (Sa) S.O,11.4700,79.1800
606305,TN,Kallakurichi,கள்ளக்குறிச்சி,Kallakkurichi,4,yes,Asanur S.O,11.6300,79.2200
606401,TN,Kallakurichi,கள்ளக்குறிச்சி,Sankarapuram,2,no,Sankarapuram (Villupuram) S.O,11.9000,78.8800
606402,TN,Kallakurichi,கள்ளக்குறிச்சி,Sankarapuram,2,no,Pandalam S.O (Villupuram),11.9500,78.9100
606601,TN,Tiruvannamalai,திருவண்ணாமலை,Tiruvannamalai,2,no,Tiruvannamalai Ho,12.2266,79.0746
606603,TN,Tiruvannamalai,திருவண்ணாமலை,Tiruvannamalai,1,no,Sriramanashramam So,12.2224,79.0563
606604,TN,Tiruvannamalai,திருவண்ணாமலை,Tiruvannamalai,1,no,Esanyamadam So,12.2841,79.0735
606611,TN,Tiruvannamalai,திருவண்ணாமலை,Tiruvannamalai,2,no,Somasipadi So,12.2266,79.0746
606701,TN,Tiruvannamalai,திருவண்ணாமலை,Chengam,1,no,Chengam So,12.3089,78.7914
606702,TN,Tiruvannamalai,திருவண்ணாமலை,Chengam,2,no,Kanji So,12.0092,78.4334
606703,TN,Tiruvannamalai,திருவண்ணாமலை,Chengam,2,no,Melpallipattu So,11.3516,77.1667
606704,TN,Tiruvannamalai,திருவண்ணாமலை,Chengam,1,no,Pachal So Tiruvannamalai,12.2681,78.9413
606705,TN,Tiruvannamalai,திருவண்ணாமலை,Chengam,1,no,Pudupalayam So Tiruvannamalai,12.0092,78.4334
606706,TN,Tiruvannamalai,திருவண்ணாமலை,Thandrampet,2,no,Sathanurdam So,12.0092,78.4334
606707,TN,Tiruvannamalai,திருவண்ணாமலை,Thandrampet,2,no,Tandarampattu So,12.0092,78.4334
606708,TN,Tiruvannamalai,திருவண்ணாமலை,Thandrampet,2,no,Tanipadi So,12.1082,78.8342
606709,TN,Tiruvannamalai,திருவண்ணாமலை,Chengam,1,no,Thukkapettai So,12.0092,78.4334
606710,TN,Tiruvannamalai,திருவண்ணாமலை,Chengam,2,no,Paramanandal So,11.7517,79.3040
606751,TN,Tiruvannamalai,திருவண்ணாமலை,Kalasapakkam,3,no,Kalasapakkam So,12.4346,79.0981
606752,TN,Tiruvannamalai,திருவண்ணாமலை,Tiruvannamalai,3,yes,Mangalam So Tiruvannamalai,11.6053,79.1736
606753,TN,Tiruvannamalai,திருவண்ணாமலை,Thandrampet,2,no,Vanapuram So,12.5295,80.1660
606754,TN,Tiruvannamalai,திருவண்ணாமலை,Kilpennathur,2,yes,Vettavalam So,12.1075,79.2449
606755,TN,Tiruvannamalai,திருவண்ணாமலை,Kilpennathur,1,no,Avur So,11.1541,78.9759
606801,TN,Tiruvannamalai,திருவண்ணாமலை,Chetpet,1,no,Chettupattu Polur So,12.4935,79.4438
606802,TN,Tiruvannamalai,திருவண்ணாமலை,Tiruvannamalai,5,no,Nayudumangalam So,12.4935,79.4438
606803,TN,Tiruvannamalai,திருவண்ணாமலை,Polur,4,no,Polur Town So,13.2677,80.0503
606804,TN,Tiruvannamalai,திருவண்ணாமலை,Kilpennathur,2,no,Tandarai So,12.1199,79.1507
606805,TN,Tiruvannamalai,திருவண்ணாமலை,Tiruvannamalai,1,no,Turinjapuram So,12.4935,79.4438
606806,TN,Tiruvannamalai,திருவண்ணாமலை,Tiruvannamalai,2,no,Pavithiram So,12.0917,79.1303
606807,TN,Tiruvannamalai,திருவண்ணாமலை,Chetpet,2,no,Nedungunam So,12.4935,79.4438
606808,TN,Tiruvannamalai,திருவண்ணாமலை,Tiruvannamalai,1,no,Kattampoondi So,12.4935,79.4438
606811,TN,Tiruvannamalai,திருவண்ணாமலை,Tiruvannamalai,1,no,Thachampattu So,12.2352,79.0766
606901,TN,Tiruvannamalai,திருவண்ணாமலை,Kalasapakkam,2,no,Adamangalam So,12.2352,79.0766
606902,TN,Tiruvannamalai,திருவண்ணாமலை,Chetpet,5,no,Devikapuram So,12.3000,79.1500
606903,TN,Tiruvannamalai,திருவண்ணாமலை,Polur,3,no,Kalambur So,12.9874,79.6562
606904,TN,Tiruvannamalai,திருவண்ணாமலை,Polur,3,no,Mandakolathur So,12.1874,79.4080
606905,TN,Tiruvannamalai,திருவண்ணாமலை,Polur,2,no,Santhavasal So,10.3757,78.8097
606906,TN,Tiruvannamalai,திருவண்ணாமலை,Kalasapakkam,1,no,Vilvarani So,12.4636,79.0206
606907,TN,Tiruvannamalai,திருவண்ணாமலை,Polur,2,no,Vadamadimangalam So,11.7463,79.7944
606908,TN,Tiruvannamalai,திருவண்ணாமலை,Kalasapakkam,2,no,Kadaladi So Tiruvannamalai,12.4042,78.9650
607001,TN,Cuddalore,கடலூர்,Cuddalore,1,no,Cuddalore H.O,11.7600,79.7700
607002,TN,Cuddalore,கடலூர்,Cuddalore,1,no,Tirupadiripuliyur S.O,11.7500,79.7600
607003,TN,Cuddalore,கடலூர்,Cuddalore,1,no,Cuddalore Port S.O,11.7000,79.6800
607004,TN,Cuddalore,கடலூர்,Cuddalore,1,no,Vandipalayam S.O,11.7300,79.7500
607005,TN,Cuddalore,கடலூர்,Cuddalore,1,no,Sipcot Cuddalore S.O,11.6600,79.7500
607006,TN,Cuddalore,கடலூர்,Cuddalore,1,no,Kondur S.O,11.7700,79.7400
607101,TN,Cuddalore,கடலூர்,Panruti,3,yes,Anathur S.O,11.7800,79.4700
607102,TN,Cuddalore,கடலூர்,Panruti,2,no,Chinnapanaickenpalayam S.O,11.7000,79.6300
607103,TN,Cuddalore,கடலூர்,Panruti,1,no,Kadambuliyur S.O,11.7200,79.5600
607104,TN,Cuddalore,கடலூர்,Panruti,2,yes,Melpattambakkam S.O,11.8100,79.6400
607105,TN,Cuddalore,கடலூர்,Panruti,2,no,Nellikuppam Bazaar S.O,11.7400,79.6600
607106,TN,Cuddalore,கடலூர்,Panruti,2,no,Panruti West S.O,11.7800,79.5500
607107,TN,Viluppuram,விழுப்புரம்,Thiruvennainallur,2,yes,Perangiyur S.O,11.9300,79.7600
607108,TN,Cuddalore,கடலூர்,Panruti,1,no,Puthupet (Cdl) S.O,11.8000,79.5200
607109,TN,Cuddalore,கடலூர்,Cuddalore,2,yes,Varakalpattu S.O,11.7700,79.6900
607112,TN,Cuddalore,கடலூர்,Panruti,1,no,Kilkavarappattu S.O,11.8000,79.5800
607201,TN,Kallakurichi,கள்ளக்குறிச்சி,Ulundurpettai,3,no,Eraiyur S.O (Villupuram),11.9454,79.4952
607202,TN,Kallakurichi,கள்ளக்குறிச்சி,Ulundurpettai,1,no,Elavanasur S.O,11.7400,79.1900
607203,TN,Viluppuram,விழுப்புரம்,Thiruvennainallur,1,yes,Tiruvennainallur S.O,11.8800,79.3800
607204,TN,Kallakurichi,கள்ளக்குறிச்சி,Ulundurpettai,2,yes,Tirunavalur S.O,11.7900,79.3700
607205,TN,Cuddalore,கடலூர்,Panruti,1,no,Tiruthuraiyur S.O,11.8500,79.5200
607209,TN,Viluppuram,விழுப்புரம்,Thiruvennainallur,2,yes,Periyasevalai S.O,11.8400,79.3700
607301,TN,Cuddalore,கடலூர்,Kurinjipadi,2,no,Kullanchavadi S.O,11.6000,79.6900
607302,TN,Cuddalore,கடலூர்,Kurinjipadi,2,no,Kurinjipadi S.O,11.5800,79.6200
607303,TN,Cuddalore,கடலூர்,Kurinjipadi,1,no,Vadalur S.O,11.5200,79.5700
607308,TN,Cuddalore,கடலூர்,Kurinjipadi,1,no,Gandhi Nagar S.O (Cuddalore),11.6200,79.5500
607401,TN,Cuddalore,கடலூர்,Cuddalore,2,no,Tiruvendhipuram S.O,11.7500,79.6800
607402,TN,Cuddalore,கடலூர்,Cuddalore,1,yes,Bahoor So,11.8273,79.7582
607403,TN,Cuddalore,கடலூர்,Cuddalore,1,yes,Kirumambakkam,11.8396,79.7862
607801,TN,Cuddalore,கடலூர்,Kurinjipadi,1,no,Block 10neyveli S.O,11.6100,79.5000
607802,TN,Cuddalore,கடலூர்,Virudhachalam,3,no,Neyveli Second Mines S.O,11.5400,79.8500
607803,TN,Cuddalore,கடலூர்,Kurinjipadi,1,no,Block 26 Neyveli S.O,11.6000,79.5000
607804,TN,Cuddalore,கடலூர்,Virudhachalam,1,no,Oomangalam S.O,11.5300,79.4200
607805,TN,Cuddalore,கடலூர்,Panruti,3,yes,Perperiyankuppam S.O,11.5200,79.5900
607807,TN,Cuddalore,கடலூர்,Virudhachalam,1,no,Neyveli Ii Thermal Station S.O,11.5600,79.4500
608001,TN,Cuddalore,கடலூர்,Chidambaram,1,no,Chidambaram H.O,11.4000,79.6800
608002,TN,Cuddalore,கடலூர்,Chidambaram,1,yes,Annamalai University S.O,11.4200,79.7800
608102,TN,Cuddalore,கடலூர்,Chidambaram,2,no,Killai S.O,11.5500,79.6600
608201,TN,Cuddalore,கடலூர்,Chidambaram,2,no,Orathur S.O,11.4200,79.8100
608301,TN,Cuddalore,கடலூர்,Kattumannarkoil,1,no,Kattumannarkoil S.O,11.3100,79.5100
608302,TN,Cuddalore,கடலூர்,Kattumannarkoil,2,no,Komaratchi S.O,11.2600,79.6300
608303,TN,Cuddalore,கடலூர்,Kattumannarkoil,1,no,Lalpet S.O,11.4100,79.5400
608304,TN,Cuddalore,கடலூர்,Kattumannarkoil,1,no,Reddiyur S.O,11.1700,79.4700
608305,TN,Cuddalore,கடலூர்,Kattumannarkoil,2,no,T.Nedunjeri S.O,11.3536,79.5700
608306,TN,Cuddalore,கடலூர்,Kattumannarkoil,1,no,Ayangudi S.O,11.2200,79.5400
608401,TN,Cuddalore,கடலூர்,Chidambaram,2,no,Vallampadugai S.O,11.3400,79.6700
608501,TN,Cuddalore,கடலூர்,Bhuvanagiri,1,no,B.Mutlur S.O,11.4700,79.6800
608502,TN,Cuddalore,கடலூர்,Bhuvanagiri,2,no,Parangipettai S.O,11.4100,80.0000
608601,TN,Cuddalore,கடலூர்,Bhuvanagiri,2,no,Bhuvanagiri S.O,11.4500,79.6000
608602,TN,Cuddalore,கடலூர்,Chidambaram,2,no,Keerapalayam S.O,11.4200,79.6700
608701,TN,Cuddalore,கடலூர்,Srimushnam,2,no,Palayamkottai(Cdl) S.O,11.3700,79.5100
608702,TN,Cuddalore,கடலூர்,Srimushnam,3,no,Sethiathope S.O,11.4400,79.4800
608703,TN,Cuddalore,கடலூர்,Srimushnam,3,yes,Srimushnam S.O,11.3800,79.4500
608704,TN,Cuddalore,கடலூர்,Bhuvanagiri,1,no,Pinnalur S.O,11.4900,79.6900
608801,TN,Cuddalore,கடலூர்,Cuddalore,3,no,Alapakkam S.O,11.6100,79.7600
608901,TN,Ariyalur,அரியலூர்,Andimadam,2,yes,Kavarapalayam So,11.2600,77.4200
609001,TN,Mayiladuthurai,மயிலாடுதுறை,Mayiladuthurai,1,no,Mayiladuthurai H.O,11.0270,79.6532
609003,TN,Mayiladuthurai,மயிலாடுதுறை,Mayiladuthurai,1,no,Mayiladuthurai R.S S.O,11.0900,79.6400
609101,TN,Mayiladuthurai,மயிலாடுதுறை,Sirkali,1,no,Achalpuram S.O,11.3600,79.7700
609102,TN,Mayiladuthurai,மயிலாடுதுறை,Sirkali,1,no,Anaikaranchatram S.O,11.6000,79.3900
609103,TN,Mayiladuthurai,மயிலாடுதுறை,Mayiladuthurai,1,no,Anandatandavapuram S.O,11.1415,79.6626
609104,TN,Mayiladuthurai,மயிலாடுதுறை,Sirkali,1,no,Kadavasal S.O,11.2900,79.7700
609105,TN,Mayiladuthurai,மயிலாடுதுறை,Sirkali,1,no,Kaveripattinam S.O (Nagapattinam),11.1500,79.8500
609106,TN,Mayiladuthurai,மயிலாடுதுறை,Sirkali,1,no,Mangamadam S.O,11.2000,79.8300
609107,TN,Mayiladuthurai,மயிலாடுதுறை,Tharangambadi,2,no,Melaiyur Tvg S.O,11.1400,79.8100
609108,TN,Mayiladuthurai,மயிலாடுதுறை,Sirkali,1,no,Puthur (Srk) S.O,11.2800,79.7200
609109,TN,Mayiladuthurai,மயிலாடுதுறை,Sirkali,1,no,Sattanathapuram S.O,11.1900,79.7700
609110,TN,Mayiladuthurai,மயிலாடுதுறை,,0,no,Sirkali H.O,11.2379,79.7347
609111,TN,Mayiladuthurai,மயிலாடுதுறை,Sirkali,1,no,Sirkali Thenpathi S.O,11.2700,79.7500
609112,TN,Mayiladuthurai,மயிலாடுதுறை,Sirkali,2,no,Tirupungur S.O,11.2000,79.6600
609113,TN,Mayiladuthurai,மயிலாடுதுறை,Sirkali,1,no,Tirumullaivasal S.O,11.2900,79.8300
609114,TN,Mayiladuthurai,மயிலாடுதுறை,Sirkali,1,no,Tiruvengadu S.O,11.1500,79.7900
609115,TN,Mayiladuthurai,மயிலாடுதுறை,Sirkali,1,no,Varisapathu Vadagal S.O,11.2400,79.7700
609116,TN,Mayiladuthurai,மயிலாடுதுறை,Sirkali,1,no,Valluvakudi S.O,11.2400,79.7000
609117,TN,Mayiladuthurai,மயிலாடுதுறை,Sirkali,1,no,Vaithiswarankoil S.O,11.1700,79.7100
609118,TN,Mayiladuthurai,மயிலாடுதுறை,Sirkali,2,no,Solasakkaranallur S.O,11.1500,79.7100
609201,TN,Mayiladuthurai,மயிலாடுதுறை,Mayiladuthurai,2,no,Ilanthope S.O,11.2100,79.6600
609202,TN,Mayiladuthurai,மயிலாடுதுறை,Mayiladuthurai,1,no,Manalmedu S.O,11.1900,79.6100
609203,TN,Mayiladuthurai,மயிலாடுதுறை,Mayiladuthurai,1,no,Nidur S.O,11.1400,79.6400
609204,TN,Mayiladuthurai,மயிலாடுதுறை,Mayiladuthurai,2,yes,Tirumeniarkoil S.O,11.1700,79.5600
609205,TN,Mayiladuthurai,மயிலாடுதுறை,Mayiladuthurai,1,no,Tiruvalaputhur S.O,10.7603,79.8465
609301,TN,Mayiladuthurai,மயிலாடுதுறை,Tharangambadi,1,no,Akkur S.O (Nagapattinam),11.0900,79.8300
609302,TN,Mayiladuthurai,மயிலாடுதுறை,Tharangambadi,1,no,Arangakudi S.O,11.0500,79.7100
609303,TN,Mayiladuthurai,மயிலாடுதுறை,Tharangambadi,1,no,Ayappadi S.O,11.0100,79.8200
609304,TN,Mayiladuthurai,மயிலாடுதுறை,Tharangambadi,1,no,Kilaiyur S.O,11.1200,79.7200
609305,TN,Mayiladuthurai,மயிலாடுதுறை,Mayiladuthurai,1,no,Mannampandal S.O,11.1027,79.6899
609306,TN,Mayiladuthurai,மயிலாடுதுறை,Tharangambadi,1,no,Nalladai S.O,11.0300,79.7400
609307,TN,Mayiladuthurai,மயிலாடுதுறை,Tharangambadi,1,no,Porayar S.O,11.0200,79.8300
609308,TN,Mayiladuthurai,மயிலாடுதுறை,Tharangambadi,1,no,Sankaranpandal S.O,11.0500,79.7700
609309,TN,Mayiladuthurai,மயிலாடுதுறை,Tharangambadi,1,no,Sembanarkoil S.O,11.0600,79.7400
609310,TN,Mayiladuthurai,மயிலாடுதுறை,Tharangambadi,1,no,Tillaiyadi S.O,11.0400,79.7900
609311,TN,Mayiladuthurai,மயிலாடுதுறை,Tharangambadi,1,no,Tirucadaiyur S.O,11.0800,79.8200
609312,TN,Mayiladuthurai,மயிலாடுதுறை,Tharangambadi,1,no,Tirukkalachery S.O,11.0000,79.7900
609313,TN,Mayiladuthurai,மயிலாடுதுறை,Tharangambadi,1,no,Tarangambadi S.O,11.0700,79.8500
609314,TN,Mayiladuthurai,மயிலாடுதுறை,Mayiladuthurai,2,no,Vadakarai S.O (Nagapattinam),10.7603,79.8465
609401,TN,Mayiladuthurai,மயிலாடுதுறை,Kuthalam,2,no,Elandangudi S.O,11.0500,79.6400
609402,TN,Mayiladuthurai,மயிலாடுதுறை,Tharangambadi,2,no,Kiliyanur S.O (Nagapattinam),11.0300,79.7000
609403,TN,Thiruvarur,திருவாரூர்,Nannilam,2,yes,Kollumangudi S.O,11.0100,79.6900
609404,TN,Mayiladuthurai,மயிலாடுதுறை,Kuthalam,1,no,Manganallur Bazaar S.O,11.0300,79.6300
609405,TN,Thiruvarur,திருவாரூர்,Nannilam,2,no,Peralam S.O,10.9600,79.6500
609501,TN,Thiruvarur,திருவாரூர்,Kudavasal,2,yes,Eravancheri S.O,10.5800,79.5100
609502,TN,Thiruvarur,திருவாரூர்,Nannilam,1,no,Mudikondan S.O,10.9000,79.6300
